indicator_label,cluster
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),4
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),4
Unmet need for contraception (% of married women ages 15-49),4
Vitamin A supplementation coverage rate (% of children ages 6-59 months),4
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",4
"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",4
Women who were first married by age 15 (% of women ages 20-24),4
Women who were first married by age 18 (% of women ages 20-24),4
Armed forces personnel (% of total labor force),5
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",5
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",5
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",5
"Employers, female (% of female employment) (modeled ILO estimate)",5
"Employers, male (% of male employment) (modeled ILO estimate)",5
"Employers, total (% of total employment) (modeled ILO estimate)",5
Employment in agriculture (% of total employment) (modeled ILO estimate),5
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",5
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",5
Employment in industry (% of total employment) (modeled ILO estimate),5
"Employment in industry, female (% of female employment) (modeled ILO estimate)",5
"Employment in industry, male (% of male employment) (modeled ILO estimate)",5
Employment in services (% of total employment) (modeled ILO estimate),5
"Employment in services, female (% of female employment) (modeled ILO estimate)",5
"Employment in services, male (% of male employment) (modeled ILO estimate)",5
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",5
"Employment to population ratio, 15+, female (%) (national estimate)",5
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",5
"Employment to population ratio, 15+, male (%) (national estimate)",5
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",5
"Employment to population ratio, 15+, total (%) (national estimate)",5
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",5
"Employment to population ratio, ages 15-24, female (%) (national estimate)",5
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",5
"Employment to population ratio, ages 15-24, male (%) (national estimate)",5
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",5
"Employment to population ratio, ages 15-24, total (%) (national estimate)",5
Female share of employment in senior and middle management (%),5
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",5
"Labor force participation rate for ages 15-24, female (%) (national estimate)",5
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",5
"Labor force participation rate for ages 15-24, male (%) (national estimate)",5
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",5
"Labor force participation rate for ages 15-24, total (%) (national estimate)",5
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",5
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",5
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",5
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",5
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",5
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",5
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",5
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",5
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",5
"Labor force, female (% of total labor force)",5
"Labor force, total",5
"Part time employment, female (% of total female employment)",5
"Part time employment, male (% of total male employment)",5
"Part time employment, total (% of total employment)",5
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),5
Ratio of female to male labor force participation rate (%) (national estimate),5
"Self-employed, female (% of female employment) (modeled ILO estimate)",5
"Self-employed, male (% of male employment) (modeled ILO estimate)",5
"Self-employed, total (% of total employment) (modeled ILO estimate)",5
"Share of youth not in education, employment or training, female (% of female youth population) (modeled ILO estimate)",5
"Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)",5
"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",5
"Unemployment, female (% of female labor force) (modeled ILO estimate)",5
"Unemployment, female (% of female labor force) (national estimate)",5
"Unemployment, male (% of male labor force) (modeled ILO estimate)",5
"Unemployment, male (% of male labor force) (national estimate)",5
"Unemployment, total (% of total labor force) (modeled ILO estimate)",5
"Unemployment, total (% of total labor force) (national estimate)",5
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",5
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",5
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",5
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",5
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",5
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",5
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",5
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",5
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",5
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",5
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",5
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",5
"Computer, communications and other services (% of commercial service exports)",6
"Computer, communications and other services (% of commercial service imports)",6
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",6
Exports of goods and services (% of GDP),6
"Exports of goods and services (BoP, current US$)",6
Exports of goods and services (annual % growth),6
Exports of goods and services (constant 2015 US$),6
Exports of goods and services (constant LCU),6
Exports of goods and services (current LCU),6
Exports of goods and services (current US$),6
"Exports of goods, services and primary income (BoP, current US$)",6
External balance on goods and services (% of GDP),6
External balance on goods and services (constant LCU),6
External balance on goods and services (current LCU),6
External balance on goods and services (current US$),6
Goods and services expense (% of expense),6
Goods and services expense (current LCU),6
ICT goods exports (% of total goods exports),6
ICT goods imports (% total goods imports),6
Imports of goods and services (% of GDP),6
"Imports of goods and services (BoP, current US$)",6
Imports of goods and services (annual % growth),6
Imports of goods and services (constant 2015 US$),6
Imports of goods and services (constant LCU),6
Imports of goods and services (current LCU),6
Imports of goods and services (current US$),6
"Imports of goods, services and primary income (BoP, current US$)",6
Insurance and financial services (% of commercial service exports),6
Insurance and financial services (% of commercial service imports),6
"Net ODA received (% of imports of goods, services and primary income)",6
"Net trade in goods and services (BoP, current US$)",6
"Present value of external debt (% of exports of goods, services and primary income)",6
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",6
"Railways, goods transported (million ton-km)",6
"Short-term debt (% of exports of goods, services and primary income)",6
Taxes on goods and services (% of revenue),6
Taxes on goods and services (% value added of industry and services),6
Taxes on goods and services (current LCU),6
"Total debt service (% of exports of goods, services and primary income)",6
Transport services (% of commercial service exports),6
Transport services (% of commercial service imports),6
Travel services (% of commercial service exports),6
Travel services (% of commercial service imports),6
Agricultural raw materials exports (% of merchandise exports),7
Agricultural raw materials imports (% of merchandise imports),7
Arms exports (SIPRI trend indicator values),7
Arms imports (SIPRI trend indicator values),7
Average time to clear exports through customs (days),7
CPIA building human resources rating (1=low to 6=high),7
CPIA business regulatory environment rating (1=low to 6=high),7
CPIA debt policy rating (1=low to 6=high),7
CPIA economic management cluster average (1=low to 6=high),7
CPIA efficiency of revenue mobilization rating (1=low to 6=high),7
CPIA equity of public resource use rating (1=low to 6=high),7
CPIA financial sector rating (1=low to 6=high),7
CPIA fiscal policy rating (1=low to 6=high),7
CPIA gender equality rating (1=low to 6=high),7
CPIA macroeconomic management rating (1=low to 6=high),7
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),7
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),7
CPIA property rights and rule-based governance rating (1=low to 6=high),7
CPIA public sector management and institutions cluster average (1=low to 6=high),7
CPIA quality of budgetary and financial management rating (1=low to 6=high),7
CPIA quality of public administration rating (1=low to 6=high),7
CPIA social protection rating (1=low to 6=high),7
CPIA structural policies cluster average (1=low to 6=high),7
CPIA trade rating (1=low to 6=high),7
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",7
Food exports (% of merchandise exports),7
Food imports (% of merchandise imports),7
Fuel exports (% of merchandise exports),7
Fuel imports (% of merchandise imports),7
High-technology exports (% of manufactured exports),7
High-technology exports (current US$),7
IDA resource allocation index (1=low to 6=high),7
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),7
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),7
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),7
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),7
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),7
Logistics performance index: Overall (1=low to 5=high),7
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),7
Low-birthweight babies (% of births),7
Manufactures exports (% of merchandise exports),7
Manufactures imports (% of merchandise imports),7
Medium and high-tech exports (% manufactured exports),7
Merchandise exports (current US$),7
Merchandise exports by the reporting economy (current US$),7
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",7
Merchandise exports to economies in the Arab World (% of total merchandise exports),7
Merchandise exports to high-income economies (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),7
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),7
Merchandise imports (current US$),7
Merchandise imports by the reporting economy (current US$),7
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",7
Merchandise imports from economies in the Arab World (% of total merchandise imports),7
Merchandise imports from high-income economies (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),7
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),7
Ores and metals exports (% of merchandise exports),7
Ores and metals imports (% of merchandise imports),7
Adjusted savings: education expenditure (current US$),8
"Compulsory education, duration (years)",8
Consumption of iodized salt (% of households),8
"Current education expenditure, primary (% of total expenditure in primary public institutions)",8
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",8
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",8
"Current education expenditure, total (% of total expenditure in public institutions)",8
Current health expenditure (% of GDP),8
Current health expenditure per capita (current US$),8
"Current health expenditure per capita, PPP (current international $)",8
Domestic general government health expenditure (% of GDP),8
Domestic general government health expenditure (% of current health expenditure),8
Domestic general government health expenditure (% of general government expenditure),8
Domestic general government health expenditure per capita (current US$),8
"Domestic general government health expenditure per capita, PPP (current international $)",8
Domestic private health expenditure (% of current health expenditure),8
Domestic private health expenditure per capita (current US$),8
"Domestic private health expenditure per capita, PPP (current international $)",8
Electric power consumption (kWh per capita),8
Expenditure on primary education (% of government expenditure on education),8
Expenditure on secondary education (% of government expenditure on education),8
Expenditure on tertiary education (% of government expenditure on education),8
External health expenditure (% of current health expenditure),8
External health expenditure per capita (current US$),8
"External health expenditure per capita, PPP (current international $)",8
Female headed households (% of households with a female head),8
Final consumption expenditure (% of GDP),8
Final consumption expenditure (annual % growth),8
Final consumption expenditure (constant 2015 US$),8
Final consumption expenditure (constant LCU),8
Final consumption expenditure (current LCU),8
Final consumption expenditure (current US$),8
General government final consumption expenditure (% of GDP),8
General government final consumption expenditure (annual % growth),8
General government final consumption expenditure (constant 2015 US$),8
General government final consumption expenditure (constant LCU),8
General government final consumption expenditure (current LCU),8
General government final consumption expenditure (current US$),8
"Government expenditure on education, total (% of GDP)",8
"Government expenditure on education, total (% of government expenditure)",8
"Government expenditure per student, primary (% of GDP per capita)",8
"Government expenditure per student, secondary (% of GDP per capita)",8
"Government expenditure per student, tertiary (% of GDP per capita)",8
Gross national expenditure (% of GDP),8
Gross national expenditure (constant 2015 US$),8
Gross national expenditure (current US$),8
Gross national expenditure deflator (base year varies by country),8
Households and NPISHs Final consumption expenditure (annual % growth),8
Households and NPISHs Final consumption expenditure (constant 2015 US$),8
Households and NPISHs Final consumption expenditure (constant LCU),8
Households and NPISHs Final consumption expenditure (current LCU),8
Households and NPISHs Final consumption expenditure (current US$),8
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),8
Households and NPISHs Final consumption expenditure per capita growth (annual %),8
"Households and NPISHs Final consumption expenditure per capita, PPP (constant 2021 international $)",8
"Households and NPISHs Final consumption expenditure per capita, PPP (current international $)",8
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",8
"Households and NPISHs Final consumption expenditure, PPP (current international $)",8
Households and NPISHs final consumption expenditure (% of GDP),8
Households and NPISHs final consumption expenditure: linked series (current LCU),8
Labor force with advanced education (% of total working-age population with advanced education),8
"Labor force with advanced education, female (% of female working-age population with advanced education)",8
"Labor force with advanced education, male (% of male working-age population with advanced education)",8
Labor force with basic education (% of total working-age population with basic education),8
"Labor force with basic education, female (% of female working-age population with basic education)",8
"Labor force with basic education, male (% of male working-age population with basic education)",8
Labor force with intermediate education (% of total working-age population with intermediate education),8
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",8
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",8
Military expenditure (% of GDP),8
Military expenditure (% of general government expenditure),8
Military expenditure (current USD),8
Out-of-pocket expenditure (% of current health expenditure),8
Out-of-pocket expenditure per capita (current US$),8
"Out-of-pocket expenditure per capita, PPP (current international $)",8
"Preprimary education, duration (years)",8
Price level index (Households and NPISHs Final consumption expenditure),8
"Primary education, duration (years)",8
"Primary education, pupils",8
"Primary education, pupils (% female)",8
"Primary education, teachers",8
"Primary education, teachers (% female)",8
Primary government expenditures as a proportion of original approved budget (%),8
Proportion of population facing financial hardship due to out-of-pocket health expenditure (%),8
"Proportion of population facing impoverishing out-of-pocket health expenditure, based on the societal poverty line (%)",8
Proportion of population facing large (but non-impoverishing) out-of-pocket health expenditure (%),8
"Proportion of population further impoverished due to out-of-pocket health expenditure, based on the societal poverty line (%)",8
Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%),8
Research and development expenditure (% of GDP),8
"Secondary education, duration (years)",8
"Secondary education, general pupils",8
"Secondary education, general pupils (% female)",8
"Secondary education, pupils",8
"Secondary education, pupils (% female)",8
"Secondary education, teachers",8
"Secondary education, teachers (% female)",8
"Secondary education, teachers, female",8
"Secondary education, vocational pupils",8
"Secondary education, vocational pupils (% female)",8
"Tertiary education, academic staff (% female)",8
Trained teachers in lower secondary education (% of total teachers),8
"Trained teachers in lower secondary education, female (% of female teachers)",8
"Trained teachers in lower secondary education, male (% of male teachers)",8
Trained teachers in preprimary education (% of total teachers),8
"Trained teachers in preprimary education, female (% of female teachers)",8
"Trained teachers in preprimary education, male (% of male teachers)",8
Trained teachers in primary education (% of total teachers),8
"Trained teachers in primary education, female (% of female teachers)",8
"Trained teachers in primary education, male (% of male teachers)",8
Trained teachers in secondary education (% of total teachers),8
"Trained teachers in secondary education, female (% of female teachers)",8
"Trained teachers in secondary education, male (% of male teachers)",8
Trained teachers in upper secondary education (% of total teachers),8
"Trained teachers in upper secondary education, female (% of female teachers)",8
"Trained teachers in upper secondary education, male (% of male teachers)",8
Unemployment with advanced education (% of total labor force with advanced education),8
"Unemployment with advanced education, female (% of female labor force with advanced education)",8
"Unemployment with advanced education, male (% of male labor force with advanced education)",8
Unemployment with basic education (% of total labor force with basic education),8
"Unemployment with basic education, female (% of female labor force with basic education)",8
"Unemployment with basic education, male (% of male labor force with basic education)",8
Unemployment with intermediate education (% of total labor force with intermediate education),8
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",8
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",8
"Adolescent fertility rate (births per 1,000 women ages 15-19)",9
Antiretroviral therapy coverage (% of people living with HIV),9
"Automated teller machines (ATMs) (per 100,000 adults)",9
Battle-related deaths (number of people),9
"Birth rate, crude (per 1,000 people)",9
"Borrowers from commercial banks (per 1,000 adults)",9
"Bound rate, simple mean, all products (%)",9
"Bound rate, simple mean, manufactured products (%)",9
"Bound rate, simple mean, primary products (%)",9
Bribery incidence (% of firms experiencing at least one bribe payment request),9
"Commercial bank branches (per 100,000 adults)",9
"Community health workers (per 1,000 people)",9
Consumer price index (2010 = 100),9
Crop production index (2014-2016 = 100),9
"Death rate, crude (per 1,000 people)",9
Deposit interest rate (%),9
"Depositors with commercial banks (per 1,000 adults)",9
"Fertility rate, total (births per woman)",9
Firms adopting energy management measures to reduce emissions (% of firms),9
Firms competing against unregistered firms (% of firms),9
Firms expected to give gifts in meetings with tax officials (% of firms),9
Firms experiencing electrical outages (% of firms),9
Firms exporting directly at least 10% of sales (% of firms),9
Firms filling taxes electronically (% of firms),9
Firms formally registered when operations started (% of firms),9
Firms monitoring own CO2 emissions (% of firms),9
Firms offering formal training (% of firms),9
Firms that are fully credit constrained (% of firms),9
Firms that are partially credit constrained (% of firms),9
"Firms that introduced a new product/service and process, and spent on R&D",9
Firms that use a third party to resolve commercial disputes (% of firms),9
Firms using banks to finance investment (% of firms),9
Firms using banks to finance working capital (% of firms),9
Firms visited or required meetings with tax officials (% of firms),9
Firms where largest owner is also the top manager (% of firms),9
Firms with a bank loan/line of credit (% of firms),9
Firms with at least 10% foreign ownership,9
Firms with female participation in ownership (% of firms),9
Firms with female top manager (% of firms),9
Fixed broadband subscriptions,9
Fixed broadband subscriptions (per 100 people),9
Fixed telephone subscriptions,9
Fixed telephone subscriptions (per 100 people),9
Food production index (2014-2016 = 100),9
Forcibly displaced people,9
"Hospital beds (per 1,000 people)",9
"Incidence of HIV, all (per 1,000 uninfected population)",9
"Incidence of malaria (per 1,000 population at risk)",9
"Incidence of tuberculosis (per 100,000 people)",9
Informal payments to public officials (% of firms),9
"Intentional homicides (per 100,000 people)",9
"Intentional homicides, female (per 100,000 female)",9
"Intentional homicides, male (per 100,000 male)",9
"Interest rate spread (lending rate minus deposit rate, %)",9
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",9
"Internally displaced persons, new displacement associated with disasters (number of cases)",9
Lending interest rate (%),9
Lifetime risk of maternal death (%),9
Lifetime risk of maternal death (1 in: rate varies by country),9
Liner shipping connectivity index (maximum value in 2004 = 100),9
"Literacy rate, adult female (% of females ages 15 and above)",9
"Literacy rate, adult male (% of males ages 15 and above)",9
"Literacy rate, adult total (% of people ages 15 and above)",9
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",9
"Literacy rate, youth female (% of females ages 15-24)",9
"Literacy rate, youth male (% of males ages 15-24)",9
"Literacy rate, youth total (% of people ages 15-24)",9
Livestock production index (2014-2016 = 100),9
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",9
"Maternal mortality ratio (national estimate, per 100,000 live births)",9
Mobile cellular subscriptions,9
Mobile cellular subscriptions (per 100 people),9
"Mortality caused by road traffic injury (per 100,000 population)",9
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",9
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",9
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",9
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",9
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",9
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",9
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",9
"Mortality rate, adult, female (per 1,000 female adults)",9
"Mortality rate, adult, male (per 1,000 male adults)",9
"Mortality rate, infant (per 1,000 live births)",9
"Mortality rate, infant, female (per 1,000 live births)",9
"Mortality rate, infant, male (per 1,000 live births)",9
"Mortality rate, neonatal (per 1,000 live births)",9
"Mortality rate, under-5 (per 1,000 live births)",9
"Mortality rate, under-5, female (per 1,000 live births)",9
"Mortality rate, under-5, male (per 1,000 live births)",9
"New business density (new registrations per 1,000 people ages 15-64)",9
New businesses registered (number),9
Number of deaths ages 10-14 years,9
Number of deaths ages 15-19 years,9
Number of deaths ages 20-24 years,9
Number of deaths ages 5-9 years,9
Number of infant deaths,9
Number of maternal deaths,9
Number of neonatal deaths,9
"Number of surgical procedures (per 100,000 population)",9
Number of under-five deaths,9
Number of visits or required meetings with tax officials (average for affected firms),9
"Nurses and midwives (per 1,000 people)",9
"Physicians (per 1,000 people)",9
"Probability of dying among adolescents ages 10-14 years (per 1,000)",9
"Probability of dying among adolescents ages 15-19 years (per 1,000)",9
"Probability of dying among youth ages 20-24 years (per 1,000)",9
Proportion of people living below 50 percent of median income (%),9
Real effective exchange rate index (2010 = 100),9
Real interest rate (%),9
Researchers in R&D (per million people),9
Risk of catastrophic expenditure for surgical care (% of people at risk),9
Risk of impoverishing expenditure for surgical care (% of people at risk),9
"Risk premium on lending (lending rate minus treasury bill rate, %)",9
Secure Internet servers,9
Secure Internet servers (per 1 million people),9
"Specialist surgical workforce (per 100,000 population)",9
"Suicide mortality rate (per 100,000 population)",9
"Suicide mortality rate, female (per 100,000 female population)",9
"Suicide mortality rate, male (per 100,000 male population)",9
"Tariff rate, applied, simple mean, all products (%)",9
"Tariff rate, applied, simple mean, manufactured products (%)",9
"Tariff rate, applied, simple mean, primary products (%)",9
"Tariff rate, applied, weighted mean, all products (%)",9
"Tariff rate, applied, weighted mean, manufactured products (%)",9
"Tariff rate, applied, weighted mean, primary products (%)",9
"Tariff rate, most favored nation, simple mean, all products (%)",9
"Tariff rate, most favored nation, simple mean, manufactured products (%)",9
"Tariff rate, most favored nation, simple mean, primary products (%)",9
"Tariff rate, most favored nation, weighted mean, all products (%)",9
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",9
"Tariff rate, most favored nation, weighted mean, primary products (%)",9
Technicians in R&D (per million people),9
"Tuberculosis case detection rate (%, all forms)",9
Tuberculosis treatment success rate (% of new cases),9
Value lost due to electrical outages (% of sales for affected firms),9
Wanted fertility rate (births per woman),9
Wholesale price index (2010 = 100),9
Young people (ages 15-24) newly infected with HIV,9
"Net bilateral aid flows from DAC donors, Australia (current US$)",10
"Net bilateral aid flows from DAC donors, Austria (current US$)",10
"Net bilateral aid flows from DAC donors, Belgium (current US$)",10
"Net bilateral aid flows from DAC donors, Canada (current US$)",10
"Net bilateral aid flows from DAC donors, Czechia (current US$)",10
"Net bilateral aid flows from DAC donors, Denmark (current US$)",10
"Net bilateral aid flows from DAC donors, Estonia (current US$)",10
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",10
"Net bilateral aid flows from DAC donors, Finland (current US$)",10
"Net bilateral aid flows from DAC donors, France (current US$)",10
"Net bilateral aid flows from DAC donors, Germany (current US$)",10
"Net bilateral aid flows from DAC donors, Greece (current US$)",10
"Net bilateral aid flows from DAC donors, Hungary (current US$)",10
"Net bilateral aid flows from DAC donors, Iceland (current US$)",10
"Net bilateral aid flows from DAC donors, Ireland (current US$)",10
"Net bilateral aid flows from DAC donors, Italy (current US$)",10
"Net bilateral aid flows from DAC donors, Japan (current US$)",10
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",10
"Net bilateral aid flows from DAC donors, Lithuania (current US$)",10
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",10
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",10
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",10
"Net bilateral aid flows from DAC donors, Norway (current US$)",10
"Net bilateral aid flows from DAC donors, Poland (current US$)",10
"Net bilateral aid flows from DAC donors, Portugal (current US$)",10
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",10
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",10
"Net bilateral aid flows from DAC donors, Spain (current US$)",10
"Net bilateral aid flows from DAC donors, Sweden (current US$)",10
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",10
"Net bilateral aid flows from DAC donors, Total (current US$)",10
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",10
"Net bilateral aid flows from DAC donors, United States (current US$)",10
Access to clean fuels and technologies for cooking (% of population),11
"Access to clean fuels and technologies for cooking, rural (% of rural population)",11
"Access to clean fuels and technologies for cooking, urban (% of urban population)",11
Access to electricity (% of population),11
"Access to electricity, rural (% of rural population)",11
"Access to electricity, urban (% of urban population)",11
Adequacy of social insurance programs (% of total welfare of beneficiary households),11
Adequacy of social protection and labor programs (% of total welfare of beneficiary households),11
Adequacy of social safety net programs (% of total welfare of beneficiary households),11
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),11
Age dependency ratio (% of working-age population),11
"Age dependency ratio, old (% of working-age population)",11
"Age dependency ratio, young (% of working-age population)",11
Agricultural irrigated land (% of total agricultural land),11
Agricultural land (% of land area),11
Agricultural land (sq. km),11
"Air transport, freight (million ton-km)",11
"Air transport, passengers carried",11
"Air transport, registered carrier departures worldwide",11
Alternative and nuclear energy (% of total energy use),11
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",11
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",11
Arable land (% of land area),11
Arable land (hectares per person),11
Arable land (hectares),11
"Armed forces personnel, total",11
Asylum-seekers by country or territory of asylum,11
Asylum-seekers by country or territory of origin,11
Average precipitation in depth (mm per year),11
Average time to clear imports through customs (days),11
Average transaction cost of sending remittances from a specific country (%),11
Average transaction cost of sending remittances to a specific country (%),11
Bank capital to assets ratio (%),11
Bank liquid reserves to bank assets ratio (%),11
Bank nonperforming loans to total gross loans (%),11
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),11
Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),11
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),11
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),11
"Binding coverage, all products (%)",11
"Binding coverage, manufactured products (%)",11
"Binding coverage, primary products (%)",11
Births attended by skilled health staff (% of total),11
Broad money to total reserves ratio,11
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11
"Cause of death, by injury (% of total)",11
"Cause of death, by non-communicable diseases (% of total)",11
"Cause of death, by other COVID-19 pandemic-related outcomes (% of total)",11
Cereal yield (kg per hectare),11
Combustible renewables and waste (% of total energy),11
Completeness of birth registration (%),11
"Completeness of birth registration, female (%)",11
"Completeness of birth registration, male (%)",11
"Completeness of birth registration, rural (%)",11
"Completeness of birth registration, urban (%)",11
Completeness of death registration with cause-of-death information (%),11
Container port traffic (TEU: 20 foot equivalent units),11
Coverage of social insurance programs (% of population),11
Coverage of social insurance programs in 2nd quintile (% of population),11
Coverage of social insurance programs in 3rd quintile (% of population),11
Coverage of social insurance programs in 4th quintile (% of population),11
Coverage of social insurance programs in poorest quintile (% of population),11
Coverage of social insurance programs in richest quintile (% of population),11
Coverage of social protection and labor programs (% of population),11
Coverage of social safety net programs (% of population),11
Coverage of social safety net programs in 2nd quintile (% of population),11
Coverage of social safety net programs in 3rd quintile (% of population),11
Coverage of social safety net programs in 4th quintile (% of population),11
Coverage of social safety net programs in poorest quintile (% of population),11
Coverage of social safety net programs in richest quintile (% of population),11
Coverage of unemployment benefits and ALMP (% of population),11
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),11
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),11
